year,result_code,electoral_district_name,polling_division_name,party,candidate,votes,percentage,affiliation
2015,14A,Trincomalee,Seruvila,AACAAKO,M. B. Theminimulla,18,0.03,
2015,14A,Trincomalee,Seruvila,SEP,Pani Wijesiriwardane,18,0.03,
2015,14A,Trincomalee,Seruvila,FSP,Duminda Nagamuwa,118,0.23,
2015,14A,Trincomalee,Seruvila,SLLP,A. S. P. Liyanage,70,0.13,
2015,14A,Trincomalee,Seruvila,NDF,Maithripala Sirisena,24833,47.52,green
2015,14A,Trincomalee,Seruvila,ULPP,Ruwanthilaka Peduru Arachchi,63,0.12,
2015,14A,Trincomalee,Seruvila,I-AP,Anuruddha Polgampala,13,0.02,
2015,14A,Trincomalee,Seruvila,JSP,Baththaramulle Seelarathana Thero,5,0.01,
2015,14A,Trincomalee,Seruvila,NSH,Sarath Manamendra,44,0.08,
2015,14A,Trincomalee,Seruvila,PNF,Arachchige Rathnayaka Sirisena,102,0.2,
2015,14A,Trincomalee,Seruvila,UPFA,Mahinda Rajapaksa,26716,51.12,blue
2015,14A,Trincomalee,Seruvila,ONF,Namal Ajith Rajapaksa,75,0.14,
2015,14A,Trincomalee,Seruvila,NSSP,Sundaram Mahendran,14,0.03,red
2015,14A,Trincomalee,Seruvila,ULGC,Jayantha Kulathunga,10,0.02,
1982,14B,Trincomalee,Trincomalee,UNP,Junius Richard Jayewardene,14503,53.97,green
1982,14B,Trincomalee,Trincomalee,SLFP,Hector Kobbekaduwa,5424,20.18,blue
1982,14B,Trincomalee,Trincomalee,ACTC,Kumar Ponnambalam,5366,19.97,yellow
1982,14B,Trincomalee,Trincomalee,JVP,Rohana Wijeweera,1305,4.86,red
1982,14B,Trincomalee,Trincomalee,LSSP,Colvin Reginald de Silva,174,0.65,red
1982,14B,Trincomalee,Trincomalee,NSSP,Vasudeva Nanayakkara,100,0.37,red
1988,14B,Trincomalee,Trincomalee,UNP,Ranasinghe Premadasa,8112,36.45,green
1988,14B,Trincomalee,Trincomalee,SLFP,Sirimavo Bandaranaike,5767,25.91,blue
1988,14B,Trincomalee,Trincomalee,SLPP,Oswin Abeygunasekara,8378,37.64,purple
1994,14B,Trincomalee,Trincomalee,PA,Chandrika Kumaratunga,28900,85.58,blue
1994,14B,Trincomalee,Trincomalee,UNP,Srimathi Dissanayake,3925,11.62,green
1994,14B,Trincomalee,Trincomalee,Ind 2,Hudson Samarasinghe,697,2.06,
1994,14B,Trincomalee,Trincomalee,SLPF,G. A. Nihal,85,0.25,
1994,14B,Trincomalee,Trincomalee,SMBP,Harischandra Wijayatunga,112,0.33,
1994,14B,Trincomalee,Trincomalee,Ind 1,Arthur Jayasena Ranasinghe,51,0.15,
1999,14B,Trincomalee,Trincomalee,UNP,Ranil Wickremesinghe,28061,64.13,green
1999,14B,Trincomalee,Trincomalee,PA,Chandrika Kumaratunga,13807,31.56,blue
1999,14B,Trincomalee,Trincomalee,JVP,M. D. Nandana Gunathilake,573,1.31,red
1999,14B,Trincomalee,Trincomalee,Ind 2,W. V. M. Ranjith,224,0.51,
1999,14B,Trincomalee,Trincomalee,Liberal,Rajiva Wijesinha,201,0.46,
1999,14B,Trincomalee,Trincomalee,SLMP,Abdul Rasool,201,0.46,purple
1999,14B,Trincomalee,Trincomalee,Ind 1,T. Edirisuriya,130,0.3,
1999,14B,Trincomalee,Trincomalee,LDA,Vasudeva Nanayakkara,304,0.69,
1999,14B,Trincomalee,Trincomalee,PLSF,Kamal Karunadasa,71,0.16,
1999,14B,Trincomalee,Trincomalee,SMBP,Harischandra Wijayatunga,74,0.17,
1999,14B,Trincomalee,Trincomalee,Ind 3,Hudson Samarasinghe,51,0.12,
1999,14B,Trincomalee,Trincomalee,DUNF,A. Dissanayaka,30,0.07,
1999,14B,Trincomalee,Trincomalee,PFF,A. W. Premawardhana,27,0.06,
2005,14B,Trincomalee,Trincomalee,UNP,Ranil Wickremesinghe,41369,77.9,green
2005,14B,Trincomalee,Trincomalee,UPFA,Mahinda Rajapaksa,10878,20.48,blue
2005,14B,Trincomalee,Trincomalee,USP,Siritunga Jayasuriya,299,0.56,
2005,14B,Trincomalee,Trincomalee,JSP,A. A. Suraweera,138,0.26,
2005,14B,Trincomalee,Trincomalee,ULPP,Victor Hettigoda,133,0.25,
2005,14B,Trincomalee,Trincomalee,DUA,A. K. J. Arachchige,38,0.07,
2005,14B,Trincomalee,Trincomalee,NLF,Chamil Jayaneththi,65,0.12,
2005,14B,Trincomalee,Trincomalee,RPP,Aruna de Soyza,37,0.07,
2005,14B,Trincomalee,Trincomalee,ULF,Anura De Silva,56,0.11,
2005,14B,Trincomalee,Trincomalee,SLNF,Wimal Geeganage,27,0.05,
2005,14B,Trincomalee,Trincomalee,SEP,Wije Dias,33,0.06,
2005,14B,Trincomalee,Trincomalee,SLPF,P. Nelson Perera,24,0.05,
2005,14B,Trincomalee,Trincomalee,UNAF,H. S. Dharmadwaja,9,0.02,
2010,14B,Trincomalee,Trincomalee,NDF,Sarath Fonseka,35887,69.42,green
2010,14B,Trincomalee,Trincomalee,UPFA,Mahinda Rajapaksa,13935,26.95,blue
2010,14B,Trincomalee,Trincomalee,DUNF,M. C. M. Ismail,445,0.86,
2010,14B,Trincomalee,Trincomalee,UDF,C. J. Sugathsiri Gamage,384,0.74,
2010,14B,Trincomalee,Trincomalee,Ind 1,W. V. M. Ranjith,74,0.14,
2010,14B,Trincomalee,Trincomalee,JSP,A. A. Suraweera,83,0.16,
2010,14B,Trincomalee,Trincomalee,Ind 5,M. K. Shivajilingam,193,0.37,
2010,14B,Trincomalee,Trincomalee,NSH,Sarath Manamendra,69,0.13,
2010,14B,Trincomalee,Trincomalee,USP,Siritunga Jayasuriya,95,0.18,
2010,14B,Trincomalee,Trincomalee,ONF,Lal Perera,98,0.19,
2010,14B,Trincomalee,Trincomalee,SLLP,A. S. P. Liyanage,83,0.16,
2010,14B,Trincomalee,Trincomalee,Ind 3,Ukkubanda Wijekoon,35,0.07,
2010,14B,Trincomalee,Trincomalee,LF,Vikramabahu Karunaratne,60,0.12,
2010,14B,Trincomalee,Trincomalee,Ind 2,Aithurus Mohamed Illias,44,0.09,
2010,14B,Trincomalee,Trincomalee,NA,Sanath Pinnaduwa,28,0.05,
2010,14B,Trincomalee,Trincomalee,SEP,Wije Dias,30,0.06,
2010,14B,Trincomalee,Trincomalee,Ind 4,M. Mohamed Musthaffa,27,0.05,
2010,14B,Trincomalee,Trincomalee,RPP,Aruna de Soyza,24,0.05,
2010,14B,Trincomalee,Trincomalee,UNAF,Sarath Kongahage,31,0.06,
2010,14B,Trincomalee,Trincomalee,PNF,Senaratna de Silva,24,0.05,
2010,14B,Trincomalee,Trincomalee,ACAKO,M. B. Theminimulla,27,0.05,
2010,14B,Trincomalee,Trincomalee,JP,Baththaramulle Seelarathana Thero,22,0.04,
2015,14B,Trincomalee,Trincomalee,I-AMI,Aithurus Mohamed Illias,77,0.12,
2015,14B,Trincomalee,Trincomalee,UPF,Maulawi Ibrahim Mohanmed Mishlar,113,0.18,
2015,14B,Trincomalee,Trincomalee,DNM,Prasanna Priyankara,21,0.03,
2015,14B,Trincomalee,Trincomalee,SLNF,Wimal Geeganage,14,0.02,
2015,14B,Trincomalee,Trincomalee,USP,Siritunga Jayasuriya,97,0.15,
2015,14B,Trincomalee,Trincomalee,AACAAKO,M. B. Theminimulla,42,0.07,
2015,14B,Trincomalee,Trincomalee,SEP,Pani Wijesiriwardane,34,0.05,
2015,14B,Trincomalee,Trincomalee,FSP,Duminda Nagamuwa,60,0.1,
2015,14B,Trincomalee,Trincomalee,SLLP,A. S. P. Liyanage,140,0.22,
2015,14B,Trincomalee,Trincomalee,NDF,Maithripala Sirisena,49650,79.11,green
2015,14B,Trincomalee,Trincomalee,ULPP,Ruwanthilaka Peduru Arachchi,114,0.18,
2015,14B,Trincomalee,Trincomalee,I-AP,Anuruddha Polgampala,53,0.08,
2015,14B,Trincomalee,Trincomalee,JSP,Baththaramulle Seelarathana Thero,26,0.04,
2015,14B,Trincomalee,Trincomalee,NSH,Sarath Manamendra,55,0.09,
2015,14B,Trincomalee,Trincomalee,PNF,Arachchige Rathnayaka Sirisena,74,0.12,
2015,14B,Trincomalee,Trincomalee,UPFA,Mahinda Rajapaksa,12056,19.21,blue
2015,14B,Trincomalee,Trincomalee,ONF,Namal Ajith Rajapaksa,77,0.12,
2015,14B,Trincomalee,Trincomalee,NSSP,Sundaram Mahendran,38,0.06,red
2015,14B,Trincomalee,Trincomalee,ULGC,Jayantha Kulathunga,18,0.03,
1982,14C,Trincomalee,Mutur,UNP,Junius Richard Jayewardene,14529,46.85,green
1982,14C,Trincomalee,Mutur,SLFP,Hector Kobbekaduwa,12900,41.6,blue
1982,14C,Trincomalee,Mutur,ACTC,Kumar Ponnambalam,2760,8.9,yellow
1982,14C,Trincomalee,Mutur,JVP,Rohana Wijeweera,509,1.64,red
1982,14C,Trincomalee,Mutur,LSSP,Colvin Reginald de Silva,228,0.74,red
1982,14C,Trincomalee,Mutur,NSSP,Vasudeva Nanayakkara,83,0.27,red
1988,14C,Trincomalee,Mutur,UNP,Ranasinghe Premadasa,16283,50.44,green
1988,14C,Trincomalee,Mutur,SLFP,Sirimavo Bandaranaike,11087,34.35,blue
1988,14C,Trincomalee,Mutur,SLPP,Oswin Abeygunasekara,4909,15.21,purple
1994,14C,Trincomalee,Mutur,PA,Chandrika Kumaratunga,25721,67.42,blue
1994,14C,Trincomalee,Mutur,UNP,Srimathi Dissanayake,11209,29.38,green
1994,14C,Trincomalee,Mutur,Ind 2,Hudson Samarasinghe,946,2.48,
1994,14C,Trincomalee,Mutur,SLPF,G. A. Nihal,120,0.31,
1994,14C,Trincomalee,Mutur,SMBP,Harischandra Wijayatunga,74,0.19,
1994,14C,Trincomalee,Mutur,Ind 1,Arthur Jayasena Ranasinghe,82,0.21,
1999,14C,Trincomalee,Mutur,UNP,Ranil Wickremesinghe,18987,45.95,green
1999,14C,Trincomalee,Mutur,PA,Chandrika Kumaratunga,20908,50.6,blue
1999,14C,Trincomalee,Mutur,JVP,M. D. Nandana Gunathilake,120,0.29,red
1999,14C,Trincomalee,Mutur,Ind 2,W. V. M. Ranjith,274,0.66,
1999,14C,Trincomalee,Mutur,Liberal,Rajiva Wijesinha,307,0.74,
1999,14C,Trincomalee,Mutur,SLMP,Abdul Rasool,298,0.72,purple
1999,14C,Trincomalee,Mutur,Ind 1,T. Edirisuriya,165,0.4,
1999,14C,Trincomalee,Mutur,LDA,Vasudeva Nanayakkara,34,0.08,
1999,14C,Trincomalee,Mutur,PLSF,Kamal Karunadasa,108,0.26,
1999,14C,Trincomalee,Mutur,SMBP,Harischandra Wijayatunga,44,0.11,
1999,14C,Trincomalee,Mutur,Ind 3,Hudson Samarasinghe,41,0.1,
1999,14C,Trincomalee,Mutur,DUNF,A. Dissanayaka,18,0.04,
1999,14C,Trincomalee,Mutur,PFF,A. W. Premawardhana,20,0.05,
2005,14C,Trincomalee,Mutur,UNP,Ranil Wickremesinghe,29061,59.54,green
2005,14C,Trincomalee,Mutur,UPFA,Mahinda Rajapaksa,18817,38.55,blue
2005,14C,Trincomalee,Mutur,USP,Siritunga Jayasuriya,338,0.69,
2005,14C,Trincomalee,Mutur,JSP,A. A. Suraweera,257,0.53,
2005,14C,Trincomalee,Mutur,ULPP,Victor Hettigoda,45,0.09,
2005,14C,Trincomalee,Mutur,DUA,A. K. J. Arachchige,82,0.17,
2005,14C,Trincomalee,Mutur,NLF,Chamil Jayaneththi,32,0.07,
2005,14C,Trincomalee,Mutur,RPP,Aruna de Soyza,65,0.13,
2005,14C,Trincomalee,Mutur,ULF,Anura De Silva,45,0.09,
2005,14C,Trincomalee,Mutur,SLNF,Wimal Geeganage,16,0.03,
2005,14C,Trincomalee,Mutur,SEP,Wije Dias,18,0.04,
2005,14C,Trincomalee,Mutur,SLPF,P. Nelson Perera,22,0.05,
2005,14C,Trincomalee,Mutur,UNAF,H. S. Dharmadwaja,10,0.02,
2010,14C,Trincomalee,Mutur,NDF,Sarath Fonseka,32631,59.09,green
2010,14C,Trincomalee,Mutur,UPFA,Mahinda Rajapaksa,21002,38.03,blue
2010,14C,Trincomalee,Mutur,DUNF,M. C. M. Ismail,384,0.7,
2010,14C,Trincomalee,Mutur,UDF,C. J. Sugathsiri Gamage,252,0.46,
2010,14C,Trincomalee,Mutur,Ind 1,W. V. M. Ranjith,131,0.24,
2010,14C,Trincomalee,Mutur,JSP,A. A. Suraweera,110,0.2,
2010,14C,Trincomalee,Mutur,Ind 5,M. K. Shivajilingam,52,0.09,
2010,14C,Trincomalee,Mutur,NSH,Sarath Manamendra,117,0.21,
2010,14C,Trincomalee,Mutur,USP,Siritunga Jayasuriya,94,0.17,
2010,14C,Trincomalee,Mutur,ONF,Lal Perera,98,0.18,
2010,14C,Trincomalee,Mutur,SLLP,A. S. P. Liyanage,65,0.12,
2010,14C,Trincomalee,Mutur,Ind 3,Ukkubanda Wijekoon,58,0.11,
2010,14C,Trincomalee,Mutur,LF,Vikramabahu Karunaratne,32,0.06,
2010,14C,Trincomalee,Mutur,Ind 2,Aithurus Mohamed Illias,43,0.08,
2010,14C,Trincomalee,Mutur,NA,Sanath Pinnaduwa,33,0.06,
2010,14C,Trincomalee,Mutur,SEP,Wije Dias,30,0.05,
2010,14C,Trincomalee,Mutur,Ind 4,M. Mohamed Musthaffa,31,0.06,
2010,14C,Trincomalee,Mutur,RPP,Aruna de Soyza,15,0.03,
2010,14C,Trincomalee,Mutur,UNAF,Sarath Kongahage,11,0.02,
2010,14C,Trincomalee,Mutur,PNF,Senaratna de Silva,11,0.02,
2010,14C,Trincomalee,Mutur,ACAKO,M. B. Theminimulla,11,0.02,
2010,14C,Trincomalee,Mutur,JP,Baththaramulle Seelarathana Thero,8,0.01,
2015,14C,Trincomalee,Mutur,I-AMI,Aithurus Mohamed Illias,46,0.07,
2015,14C,Trincomalee,Mutur,UPF,Maulawi Ibrahim Mohanmed Mishlar,142,0.22,
2015,14C,Trincomalee,Mutur,DNM,Prasanna Priyankara,14,0.02,
2015,14C,Trincomalee,Mutur,SLNF,Wimal Geeganage,7,0.01,
2015,14C,Trincomalee,Mutur,USP,Siritunga Jayasuriya,70,0.11,
2015,14C,Trincomalee,Mutur,AACAAKO,M. B. Theminimulla,26,0.04,
2015,14C,Trincomalee,Mutur,SEP,Pani Wijesiriwardane,36,0.05,
2015,14C,Trincomalee,Mutur,FSP,Duminda Nagamuwa,71,0.11,
2015,14C,Trincomalee,Mutur,SLLP,A. S. P. Liyanage,174,0.26,
2015,14C,Trincomalee,Mutur,NDF,Maithripala Sirisena,57532,87.54,green
2015,14C,Trincomalee,Mutur,ULPP,Ruwanthilaka Peduru Arachchi,160,0.24,
2015,14C,Trincomalee,Mutur,I-AP,Anuruddha Polgampala,31,0.05,
2015,14C,Trincomalee,Mutur,JSP,Baththaramulle Seelarathana Thero,20,0.03,
2015,14C,Trincomalee,Mutur,NSH,Sarath Manamendra,62,0.09,
2015,14C,Trincomalee,Mutur,PNF,Arachchige Rathnayaka Sirisena,76,0.12,
2015,14C,Trincomalee,Mutur,UPFA,Mahinda Rajapaksa,7132,10.85,blue
2015,14C,Trincomalee,Mutur,ONF,Namal Ajith Rajapaksa,79,0.12,
2015,14C,Trincomalee,Mutur,NSSP,Sundaram Mahendran,31,0.05,red
2015,14C,Trincomalee,Mutur,ULGC,Jayantha Kulathunga,10,0.02,
1982,14P,Trincomalee,Postal Votes,UNP,Junius Richard Jayewardene,667,52.94,green
1982,14P,Trincomalee,Postal Votes,SLFP,Hector Kobbekaduwa,279,22.14,blue
1982,14P,Trincomalee,Postal Votes,ACTC,Kumar Ponnambalam,234,18.57,yellow
1982,14P,Trincomalee,Postal Votes,JVP,Rohana Wijeweera,45,3.57,red
1982,14P,Trincomalee,Postal Votes,LSSP,Colvin Reginald de Silva,22,1.75,red
1982,14P,Trincomalee,Postal Votes,NSSP,Vasudeva Nanayakkara,13,1.03,red
1988,14P,Trincomalee,Postal Votes,UNP,Ranasinghe Premadasa,127,51.63,green
1988,14P,Trincomalee,Postal Votes,SLFP,Sirimavo Bandaranaike,92,37.4,blue
1988,14P,Trincomalee,Postal Votes,SLPP,Oswin Abeygunasekara,27,10.98,purple
1994,14P,Trincomalee,Postal Votes,PA,Chandrika Kumaratunga,2701,69.6,blue
1994,14P,Trincomalee,Postal Votes,UNP,Srimathi Dissanayake,1146,29.53,green
1994,14P,Trincomalee,Postal Votes,Ind 2,Hudson Samarasinghe,16,0.41,
1994,14P,Trincomalee,Postal Votes,SLPF,G. A. Nihal,8,0.21,
1994,14P,Trincomalee,Postal Votes,SMBP,Harischandra Wijayatunga,8,0.21,
1994,14P,Trincomalee,Postal Votes,Ind 1,Arthur Jayasena Ranasinghe,2,0.05,
1999,14P,Trincomalee,Postal Votes,UNP,Ranil Wickremesinghe,1752,54.84,green
1999,14P,Trincomalee,Postal Votes,PA,Chandrika Kumaratunga,1195,37.4,blue
1999,14P,Trincomalee,Postal Votes,JVP,M. D. Nandana Gunathilake,99,3.1,red
1999,14P,Trincomalee,Postal Votes,Ind 2,W. V. M. Ranjith,1,0.03,
1999,14P,Trincomalee,Postal Votes,Liberal,Rajiva Wijesinha,3,0.09,
1999,14P,Trincomalee,Postal Votes,SLMP,Abdul Rasool,27,0.85,purple
1999,14P,Trincomalee,Postal Votes,Ind 1,T. Edirisuriya,1,0.03,
1999,14P,Trincomalee,Postal Votes,LDA,Vasudeva Nanayakkara,101,3.16,
1999,14P,Trincomalee,Postal Votes,PLSF,Kamal Karunadasa,1,0.03,
1999,14P,Trincomalee,Postal Votes,SMBP,Harischandra Wijayatunga,10,0.31,
1999,14P,Trincomalee,Postal Votes,Ind 3,Hudson Samarasinghe,1,0.03,
1999,14P,Trincomalee,Postal Votes,DUNF,A. Dissanayaka,3,0.09,
1999,14P,Trincomalee,Postal Votes,PFF,A. W. Premawardhana,1,0.03,
2005,14P,Trincomalee,Postal Votes,UNP,Ranil Wickremesinghe,3913,45.34,green
2005,14P,Trincomalee,Postal Votes,UPFA,Mahinda Rajapaksa,4621,53.54,blue
2005,14P,Trincomalee,Postal Votes,USP,Siritunga Jayasuriya,13,0.15,
2005,14P,Trincomalee,Postal Votes,JSP,A. A. Suraweera,10,0.12,
2005,14P,Trincomalee,Postal Votes,ULPP,Victor Hettigoda,42,0.49,
2005,14P,Trincomalee,Postal Votes,DUA,A. K. J. Arachchige,10,0.12,
2005,14P,Trincomalee,Postal Votes,NLF,Chamil Jayaneththi,10,0.12,
2005,14P,Trincomalee,Postal Votes,RPP,Aruna de Soyza,5,0.06,
2005,14P,Trincomalee,Postal Votes,ULF,Anura De Silva,2,0.02,
2005,14P,Trincomalee,Postal Votes,SLNF,Wimal Geeganage,2,0.02,
2005,14P,Trincomalee,Postal Votes,SEP,Wije Dias,2,0.02,
2005,14P,Trincomalee,Postal Votes,SLPF,P. Nelson Perera,1,0.01,
2005,14P,Trincomalee,Postal Votes,UNAF,H. S. Dharmadwaja,0,0.0,
2010,14P,Trincomalee,Postal Votes,NDF,Sarath Fonseka,3798,35.17,green
2010,14P,Trincomalee,Postal Votes,UPFA,Mahinda Rajapaksa,6882,63.73,blue
2010,14P,Trincomalee,Postal Votes,DUNF,M. C. M. Ismail,23,0.21,
2010,14P,Trincomalee,Postal Votes,UDF,C. J. Sugathsiri Gamage,8,0.07,
2010,14P,Trincomalee,Postal Votes,Ind 1,W. V. M. Ranjith,8,0.07,
2010,14P,Trincomalee,Postal Votes,JSP,A. A. Suraweera,18,0.17,
2010,14P,Trincomalee,Postal Votes,Ind 5,M. K. Shivajilingam,25,0.23,
2010,14P,Trincomalee,Postal Votes,NSH,Sarath Manamendra,3,0.03,
2010,14P,Trincomalee,Postal Votes,USP,Siritunga Jayasuriya,4,0.04,
2010,14P,Trincomalee,Postal Votes,ONF,Lal Perera,2,0.02,
2010,14P,Trincomalee,Postal Votes,SLLP,A. S. P. Liyanage,4,0.04,
2010,14P,Trincomalee,Postal Votes,Ind 3,Ukkubanda Wijekoon,3,0.03,
2010,14P,Trincomalee,Postal Votes,LF,Vikramabahu Karunaratne,4,0.04,
2010,14P,Trincomalee,Postal Votes,Ind 2,Aithurus Mohamed Illias,4,0.04,
2010,14P,Trincomalee,Postal Votes,NA,Sanath Pinnaduwa,0,0.0,
2010,14P,Trincomalee,Postal Votes,SEP,Wije Dias,1,0.01,
2010,14P,Trincomalee,Postal Votes,Ind 4,M. Mohamed Musthaffa,5,0.05,
2010,14P,Trincomalee,Postal Votes,RPP,Aruna de Soyza,0,0.0,
2010,14P,Trincomalee,Postal Votes,UNAF,Sarath Kongahage,4,0.04,
2010,14P,Trincomalee,Postal Votes,PNF,Senaratna de Silva,0,0.0,
2010,14P,Trincomalee,Postal Votes,ACAKO,M. B. Theminimulla,1,0.01,
2010,14P,Trincomalee,Postal Votes,JP,Baththaramulle Seelarathana Thero,2,0.02,
2015,14P,Trincomalee,Postal Votes,I-AMI,Aithurus Mohamed Illias,11,0.08,
2015,14P,Trincomalee,Postal Votes,UPF,Maulawi Ibrahim Mohanmed Mishlar,12,0.08,
2015,14P,Trincomalee,Postal Votes,DNM,Prasanna Priyankara,0,0.0,
2015,14P,Trincomalee,Postal Votes,SLNF,Wimal Geeganage,1,0.01,
2015,14P,Trincomalee,Postal Votes,USP,Siritunga Jayasuriya,3,0.02,
2015,14P,Trincomalee,Postal Votes,AACAAKO,M. B. Theminimulla,3,0.02,
2015,14P,Trincomalee,Postal Votes,SEP,Pani Wijesiriwardane,0,0.0,
2015,14P,Trincomalee,Postal Votes,FSP,Duminda Nagamuwa,21,0.14,
2015,14P,Trincomalee,Postal Votes,SLLP,A. S. P. Liyanage,3,0.02,
2015,14P,Trincomalee,Postal Votes,NDF,Maithripala Sirisena,8323,56.94,green
2015,14P,Trincomalee,Postal Votes,ULPP,Ruwanthilaka Peduru Arachchi,4,0.03,
2015,14P,Trincomalee,Postal Votes,I-AP,Anuruddha Polgampala,2,0.01,
2015,14P,Trincomalee,Postal Votes,JSP,Baththaramulle Seelarathana Thero,1,0.01,
2015,14P,Trincomalee,Postal Votes,NSH,Sarath Manamendra,3,0.02,
2015,14P,Trincomalee,Postal Votes,PNF,Arachchige Rathnayaka Sirisena,11,0.08,
2015,14P,Trincomalee,Postal Votes,UPFA,Mahinda Rajapaksa,6207,42.46,blue
2015,14P,Trincomalee,Postal Votes,ONF,Namal Ajith Rajapaksa,6,0.04,
2015,14P,Trincomalee,Postal Votes,NSSP,Sundaram Mahendran,6,0.04,red
2015,14P,Trincomalee,Postal Votes,ULGC,Jayantha Kulathunga,0,0.0,
1982,15A,Kurunegala,Galgamuwa,UNP,Junius Richard Jayewardene,23438,50.33,green
1982,15A,Kurunegala,Galgamuwa,SLFP,Hector Kobbekaduwa,20998,45.09,blue
1982,15A,Kurunegala,Galgamuwa,JVP,Rohana Wijeweera,1882,4.04,red
1982,15A,Kurunegala,Galgamuwa,LSSP,Colvin Reginald de Silva,178,0.38,red
1982,15A,Kurunegala,Galgamuwa,NSSP,Vasudeva Nanayakkara,38,0.08,red
1982,15A,Kurunegala,Galgamuwa,ACTC,Kumar Ponnambalam,34,0.07,yellow
1988,15A,Kurunegala,Galgamuwa,UNP,Ranasinghe Premadasa,12687,46.36,green
1988,15A,Kurunegala,Galgamuwa,SLFP,Sirimavo Bandaranaike,13705,50.08,blue
1988,15A,Kurunegala,Galgamuwa,SLMP,Oswin Abeygunasekara,975,3.56,purple
1994,15A,Kurunegala,Galgamuwa,PA,Chandrika Kumaratunga,33011,62.41,blue
1994,15A,Kurunegala,Galgamuwa,UNP,Srimathi Dissanayake,19033,35.99,green
1994,15A,Kurunegala,Galgamuwa,Ind 2,Hudson Samarasinghe,377,0.71,
1994,15A,Kurunegala,Galgamuwa,SMBP,Harischandra Wijayatunga,164,0.31,
1994,15A,Kurunegala,Galgamuwa,SLPF,Nihal Galappaththi,176,0.33,
1994,15A,Kurunegala,Galgamuwa,Ind 1,Arthur Jayasena Ranasinghe,130,0.25,
1999,15A,Kurunegala,Galgamuwa,PA,Chandrika Kumaratunga,31610,53.97,blue
1999,15A,Kurunegala,Galgamuwa,UNP,Ranil Wickremesinghe,23395,39.94,green
1999,15A,Kurunegala,Galgamuwa,JVP,M. D. Nandana Gunathilake,2645,4.52,red
1999,15A,Kurunegala,Galgamuwa,SMBP,Harischandra Wijayatunga,111,0.19,
1999,15A,Kurunegala,Galgamuwa,Ind 2,W. V. M. Ranjith,186,0.32,
1999,15A,Kurunegala,Galgamuwa,Ind 1,T. Edirisuriya,166,0.28,
1999,15A,Kurunegala,Galgamuwa,Liberal,Rajiva Wijesinha,176,0.3,
1999,15A,Kurunegala,Galgamuwa,SLMP,Abdul Rasool,75,0.13,purple
1999,15A,Kurunegala,Galgamuwa,LDA,Vasudeva Nanayakkara,55,0.09,
1999,15A,Kurunegala,Galgamuwa,PLSF,Kamal Karunadasa,85,0.15,
1999,15A,Kurunegala,Galgamuwa,Ind 3,Hudson Samarasinghe,43,0.07,
1999,15A,Kurunegala,Galgamuwa,DUNF,A. Dissanayaka,6,0.01,
1999,15A,Kurunegala,Galgamuwa,PFF,A. W. Premawardhana,17,0.03,
2005,15A,Kurunegala,Galgamuwa,UPFA,Mahinda Rajapaksa,37876,54.63,blue
2005,15A,Kurunegala,Galgamuwa,UNP,Ranil Wickremesinghe,30720,44.31,green
2005,15A,Kurunegala,Galgamuwa,JSP,A. A. Suraweera,219,0.32,
2005,15A,Kurunegala,Galgamuwa,USP,Siritunga Jayasuriya,163,0.24,
2005,15A,Kurunegala,Galgamuwa,ULPP,Victor Hettigoda,64,0.09,
2005,15A,Kurunegala,Galgamuwa,NLF,Chamil Jayaneththi,66,0.1,
2005,15A,Kurunegala,Galgamuwa,RPP,Aruna de Soyza,67,0.1,
2005,15A,Kurunegala,Galgamuwa,SLNF,Wimal Geeganage,43,0.06,
2005,15A,Kurunegala,Galgamuwa,ULF,Anura De Silva,33,0.05,
2005,15A,Kurunegala,Galgamuwa,DUA,A. K. J. Arachchige,38,0.05,
2005,15A,Kurunegala,Galgamuwa,SEP,Wije Dias,21,0.03,
2005,15A,Kurunegala,Galgamuwa,SLPF,P. Nelson Perera,17,0.02,
2005,15A,Kurunegala,Galgamuwa,UNAF,H. S. Dharmadwaja,8,0.01,
2010,15A,Kurunegala,Galgamuwa,UPFA,Mahinda Rajapaksa,46752,67.11,blue
2010,15A,Kurunegala,Galgamuwa,NDF,Sarath Fonseka,21666,31.1,green
2010,15A,Kurunegala,Galgamuwa,DUNF,M. C. M. Ismail,307,0.44,
2010,15A,Kurunegala,Galgamuwa,JSP,A. A. Suraweera,192,0.28,
2010,15A,Kurunegala,Galgamuwa,Ind 1,W. V. M. Ranjith,189,0.27,
2010,15A,Kurunegala,Galgamuwa,SLLP,A. S. P. Liyanage,98,0.14,
2010,15A,Kurunegala,Galgamuwa,UDF,C. J. Sugathsiri Gamage,77,0.11,
2010,15A,Kurunegala,Galgamuwa,Ind 3,Ukkubanda Wijekoon,42,0.06,
2010,15A,Kurunegala,Galgamuwa,NSH,Sarath Manamendra,54,0.08,
2010,15A,Kurunegala,Galgamuwa,ONF,Lal Perera,47,0.07,
2010,15A,Kurunegala,Galgamuwa,USP,Siritunga Jayasuriya,31,0.04,
2010,15A,Kurunegala,Galgamuwa,Ind 2,Aithurus Mohamed Illias,40,0.06,
2010,15A,Kurunegala,Galgamuwa,LF,Vikramabahu Karunaratne,26,0.04,
2010,15A,Kurunegala,Galgamuwa,Ind 5,M. K. Shivajilingam,27,0.04,
2010,15A,Kurunegala,Galgamuwa,SEP,Wije Dias,23,0.03,
